giaphong,dientich,vido,kinhdo,loai,drmd,kcdc,loaiwc,tiennghi,thuantien
3000000,25.0,21.031727,105.800919,ccmn,3.62,83.16,khepkin,8,10
2400000,18.0,21.034768,105.793997,nhatang,7.68,98.79,khepkin,4,9
1600000,15.0,21.033762,105.801234,nhatang,2.82,236.24,khepkin,6,5
5000000,45.0,21.033513,105.796676,nhatang,3.52,36.68,khepkin,4,8
3700000,30.0,21.032697,105.797574,ccmn,3.52,120.4,khepkin,9,9
4900000,22.0,21.0357929,105.7924394,ccmn,7.52,10.68,khepkin,6,5
2600000,18.0,21.034768,105.793997,ccmn,7.68,6.18,khepkin,7,9
2300000,20.0,21.034558,105.797919,nhatang,11.66,11.68,khepkin,5,10
4000000,45.0,21.033513,105.796676,nhatang,3.12,56.68,kkk,4,8
2100000,20.0,21.034558,105.797919,nhatang,5.66,11.68,khepkin,5,8
5500000,40.0,21.034864,105.796754,ccmn,11.66,30.68,khepkin,10,10
2000000,25.0,21.033026,105.800805,nhatang,2.93,80.38,khepkin,5,6
1500000,18.0,21.031636,105.795276,nhacap,2.43,308.38,khepkin,4,8
1600000,18.0,21.032602,105.793808,nhacap,2.53,187.51,khepkin,8,8
3100000,30.0,21.034642,105.790077,ccmn,2.93,89.54,khepkin,6,7
1500000,20.0,21.035652,105.796113,nhatang,2.34,120.18,khepkin,2,8
1600000,18.0,21.034768,105.793997,nhatang,7.68,6.18,kkk,7,9
1700000,18.0,21.036075,105.79661,nhatang,2.54,20.23,kkk,6,6
5200000,45.0,21.033513,105.796676,nhatang,3.52,10.68,khepkin,9,8
2800000,22.0,20.9690164,105.781294,Ccmn,5.8,50.0,khepkin,10,4
2300000,30.0,21.0364417,105.8676508,Nhatang,3.8,430.0,khepkin,4,4
1700000,30.0,21.0364417,105.8676508,Nhatang,3.8,430.0,kkk,4,4
3000000,30.0,21.0221606,105.771796,Ccmn,2.8,300.0,khepkin,11,2
2800000,30.0,20.9612688,105.793428,Nhatang,3.0,320.0,khepkin,8,3
2700000,30.0,20.9612688,105.793428,Nhatang,3.0,210.32,khepkin,8,3
3200000,30.0,20.9612688,105.793428,Nhatang,4.02,120.0,khepkin,8,3
1700000,17.0,21.0049802,105.8114114,Nhacap,3.6,350.0,khepkin,2,2
2400000,25.0,20.9654323,105.7894045,Nhatang,4.2,40.0,khepkin,8,4
2300000,25.0,20.9654323,105.7894045,Nhatang,3.29,40.0,khepkin,8,4
2400000,30.0,21.0364417,105.8676508,Nhatang,3.8,250.0,khepkin,4,8
2400000,25.0,20.9654323,105.7894045,Nhatang,4.2,40.0,khepkin,8,6
1600000,25.0,21.0378383,105.7439194,Nhatang,2.6,60.0,Kkk,6,7
3000000,18.0,21.008559,105.8086631,Ccmn,2.8,150.0,khepkin,9,4
1900000,25.0,21.0824613,105.7698299,Nhacap,2.8,500.0,khepkin,7,4
2500000,17.0,20.9868847,105.8397055,Nhatang,3.4,110.0,khepkin,4,3
1500000,17.0,20.9868847,105.8397055,nhacap,3.4,110.0,kkk,5,4
3000000,17.0,21.0046193,105.8328982,Ccmn,3.6,50.0,khepkin,9,2
2900000,17.0,21.0046193,105.8328982,Ccmn,3.2,50.0,khepkin,6,2
4000000,30.0,21.0233464,105.8036324,Nhatang,2.8,400.0,khepkin,10,5
1800000,33.0,20.9680138,105.7642068,Nhacap,3.4,550.0,khepkin,5,2
3300000,38.0,21.0668748,105.8105232,Nhatang,5.8,50.0,khepkin,10,5
3200000,38.0,21.0668748,105.8105232,Nhatang,4.2,50.0,khepkin,8,5
2600000,17.0,20.9868847,105.8397055,ccmn,3.4,69.67,khepkin,6,6
2800000,17.0,21.0046193,105.8328982,nhatang,3.6,50.0,khepkin,9,2
3400000,38.0,21.0668748,105.8105232,ccmn,5.8,43.2,khepkin,10,6
4000000,25.0,21.0013484,105.8240315,Ccmn,6.2,20.0,khepkin,12,4
3000000,25.0,20.9768567,105.8359379,Nhatang,2.8,100.0,khepkin,9,6
3100000,25.0,20.9768567,105.8359379,Nhatang,3.12,200.0,khepkin,9,13
1700000,25.0,20.9654323,105.7894045,nhacap,4.2,120.0,khepkin,8,4
3200000,25.0,20.9768567,105.8359379,Nhatang,2.8,20.26,khepkin,10,6
3000000,40.0,20.9566651,105.7941141,Nhatang,3.2,80.0,khepkin,7,7
3300000,37.0,21.0668411,105.8107651,Ccmn,2.8,70.0,khepkin,11,4
3100000,37.0,21.0668411,105.8107651,nhatang,2.8,70.0,khepkin,8,4
3000000,33.0,21.0003326,105.8236921,Nhatang,1.8,400.0,khepkin,10,6
1700000,17.0,21.0383536,105.8291042,Nhacap,2.5,700.0,Kkk,4,3
3500000,23.0,21.0744987,105.8132979,Nhatang,4.26,60.87,khepkin,12,4
3200000,23.0,21.0744987,105.8132979,Nhatang,3.0,100.0,khepkin,12,4
1800000,20.0,21.0180243,105.7757127,Nhacap,2.6,350.0,khepkin,2,2
3000000,30.0,20.9814692,105.8201286,Nhatang,3.6,700.0,khepkin,10,7
2600000,16.0,21.0377303,105.829739,Nhatang,2.6,700.0,khepkin,7,5
4000000,25.0,21.0359376,105.7915324,Nhatang,2.8,120.0,khepkin,10,10
3500000,55.0,21.0055267,105.7791327,Nhatang,3.2,13.0,khepkin,9,6
3200000,37.0,21.0668411,105.8107651,Ccmn,2.8,160.45,khepkin,9,4
2800000,17.0,21.031292,105.8130625,Nhatang,2.8,300.0,khepkin,8,4
3500000,25.0,21.0357744,105.7895755,Nhatang,5.4,10.0,khepkin,8,6
2300000,30.0,20.9924766,105.8255307,Nhatang,2.8,600.0,khepkin,7,3
3000000,25.0,21.037415,105.795783,nhatang,6.05,37.63,khepkin,5,7
3500000,37.0,21.0668411,105.8107651,Ccmn,3.59,70.0,khepkin,11,9
3500000,30.0,21.0220419,105.8329688,Ccmn,2.9,180.0,khepkin,7,4
3100000,23.0,21.0744987,105.8132979,Nhatang,2.2,190.0,khepkin,9,4
1500000,15.0,21.039719,105.801376,nhatang,3.64,169.12,kkk,5,7
3300000,23.0,21.0744987,105.8132979,Nhatang,3.1,100.0,khepkin,12,9
2000000,20.0,21.03774316,105.8038903848,nhatang,3.85,175.15,khepkin,6,6
2000000,20.0,21.0031177,105.8201408,nhatang,3.85,175.15,khepkin,6,6
1500000,17.0,21.037652,105.804506,nhatang,3.65,212.15,khepkin,4,6
3000000,30.0,21.037233,105.803315,nhatang,3.85,98.06,khepkin,3,6
1800000,15.0,21.039719,105.801376,nhatang,3.64,169.12,khepkin,5,7
1900000,15.0,21.039719,105.801376,nhatang,3.64,90.12,khepkin,7,7
2500000,20.0,21.037212,105.795998,ccmn,6.05,37.93,khepkin,8,7
3000000,30.0,21.036251,105.803663,nhatang,2.65,40.75,khepkin,8,8
8000000,40.0,21.0369807,105.8031744,ccmn,4.2,42.71,khepkin,12,12
2700000,25.0,21.037415,105.795783,nhatang,4.95,98.63,khepkin,5,4
1500000,20.0,21.037212,105.795998,nhacap,3.85,37.93,kkk,3,7
35000000,25.0,21.0382005,105.804024199,ccmn,3.85,201.15,khepkin,6,6
3200000,25.0,21.037415,105.795783,ccmn,6.05,37.63,khepkin,8,7
2000000,20.0,21.037212,105.795998,nhatang,6.05,37.12,kkk,3,7
1700000,15.0,21.037771,105.802721,nhatang,5.05,92.6,khepkin,8,8
1600000,15.0,21.039293,105.800467,nhatang,2.85,92.6,khepkin,5,8
2100000,20.0,21.037212,105.795998,nhatang,6.05,20.43,kkk,3,10
1800000,15.0,21.039293,105.800467,nhatang,3.25,92.6,khepkin,9,8
15000000,50.0,21.03561705,105.80395318,nhatang,7.38,1.6,khepkin,12,12
6000000,40.0,21.0369807,105.8031744,nhatang,4.2,190.45,khepkin,8,8
3300000,23.0,20.984084,105.793882,ccmn,4.33,54.23,khepkin,8,5
2700000,23.0,20.984084,105.793882,nhatang,2.4,120.8,khepkin,8,5
3000000,20.0,20.976043,105.783924,nhatang,3.83,72.71,khepkin,8,7
2500000,25.0,20.983696,105.790193,ccmn,3.6,102.89,khepkin,5,10
2300000,25.0,20.983696,105.790193,nhatang,3.51,102.67,khepkin,5,7
2700000,25.0,20.983696,105.790193,ccmn,3.94,40.21,khepkin,10,10
2800000,20.0,20.9837401,105.793963099,nhatang,4.4,30.23,khepkin,8,5
1500000,11.0,20.982817,105.792389,nhatang,3.34,200.23,khepkin,8,5
2000000,15.0,20.984473,105.791253,nhatang,3.34,200.23,khepkin,8,5
4500000,62.0,20.9806805,105.7882882,nhatang,3.11,279.23,khepkin,9,8
1800000,20.0,20.977263,105.781705,nhatang,2.46,279.23,khepkin,6,6
2000000,14.0,20.979128,105.789112,nhatang,3.34,108.16,khepkin,4,10
2100000,14.0,20.979128,105.789112,nhatang,3.34,40.16,khepkin,6,10
2600000,14.0,20.979128,105.789112,ccmn,3.34,108.16,khepkin,10,10
3500000,20.0,20.9760146,105.784554,ccmn,3.83,72.71,khepkin,10,7
3800000,30.0,21.015368,105.803172,nhatang,5.0,26.9,khepkin,8,9
5500000,30.0,21.0716519862,105.81410378,nhatang,5.9,3.16,khepkin,8,11
5000000,30.0,21.0716519862,105.81410378,nhacap,5.9,3.16,khepkin,8,11
5200000,30.0,21.0716519862,105.81410378,nhatang,5.9,100.16,khepkin,8,11
2000000,25.0,21.029705,105.770685,ccmn,5.69,120.51,khepkin,8,8
1800000,25.0,21.029705,105.770685,nhatang,5.69,210.32,khepkin,8,8
2000000,25.0,21.029705,105.770685,nhatang,5.69,120.51,khepkin,10,10
2600000,20.0,21.0207908422506,105.8180269261099,nhatang,8.45,11.8,khepkin,8,10
2400000,20.0,21.0207908422506,105.8180269261099,nhatang,3.3,11.8,khepkin,8,7
2400000,30.0,20.994746540262,105.82003688748338,ccmn,5.1,120.2,khepkin,6,4
2200000,20.0,21.0207908422506,105.8180269261099,nhacap,4.0,11.8,khepkin,8,10
2500000,20.0,20.9791773013448,105.83465390803974,ccmn,2.1,378.3,khepkin,9,8
2000000,30.0,20.994746540262,105.82003688748338,nhatang,5.0,269.2,khepkin,2,4
4000000,50.0,20.9706448074688,105.82412226747344,nhatang,6.02,149.32,kkk,4,6
3500000,35.0,21.016285391489,105.82500391117726,nhatang,2.2,9.23,khepkin,6,6
700000,14.0,20.9466582144032,105.7568122756741,nhatang,2.13,12.0,khepkin,4,7
5000000,50.0,20.9706448074688,105.82412226747344,nhatang,7.6,26.3,khepkin,6,9
1800000,30.0,20.994746540262,105.82003688748338,nhacap,3.56,269.2,kkk,2,4
4000000,40.0,20.9706448074688,105.82412226747344,nhatang,7.6,26.3,khepkin,6,9
2200000,25.0,20.9875068670727,105.8124854982726,nhatang,4.5,46.32,khepkin,8,6
4500000,75.0,20.9809600674996,105.84512942803266,nhatang,3.56,15.6,kkk,5,8
4100000,75.0,20.9809600674996,105.84512942803266,nhacap,2.68,15.6,kkk,4,4
5100000,50.0,20.9706448074688,105.82412226747344,ccmn,7.6,26.78,khepkin,9,9
1300000,16.0,20.986692730668,105.8431188958794,nhacap,3.74,9.4,khepkin,2,7
2500000,20.0,20.9822413287206,105.82059919401692,nhatang,5.23,2.0,khepkin,5,7
5500000,75.0,20.9809600674996,105.84512942803266,ccmn,3.56,15.6,khepkin,9,10
3200000,20.0,21.0019912954896,105.82953746150592,nhatang,4.17,2.0,khepkin,9,9
2800000,20.0,21.0019912954896,105.82953746150592,nhatang,4.17,131.78,khepkin,5,5
1500000,16.0,20.9926147635455,105.80416781103833,nhatang,6.9,18.2,khepkin,6,8
3500000,20.0,21.0019912954896,105.82953746150592,ccmn,5.17,2.0,khepkin,9,9
1400000,16.0,20.9926147635455,105.80416781103833,nhatang,5.01,120.2,khepkin,6,8
2000000,20.0,20.9700769014843,105.82575980497188,nhatang,5.9,20.1,khepkin,6,8
3000000,30.0,20.9826273516558,105.78730404588195,nhatang,3.45,34.87,khepkin,8,6
1500000,15.0,21.002730355849,105.85636457421512,nhatang,8.4,19.2,khepkin,4,4
2700000,45.0,20.9823620966508,105.80133806534737,nhatang,3.26,90.85,khepkin,4,5
1500000,17.0,21.07145638445498,105.79218646966288,nhatang,6.41,40.0,khepkin,3,6
3000000,45.0,20.9823620966508,105.80133806534737,ccmn,3.36,40.0,khepkin,4,7
2000000,16.0,20.9926147635455,105.80416781103833,ccmn,6.9,18.2,khepkin,9,9
2800000,45.0,20.9823620966508,105.80133806534737,ccmn,3.36,120.0,khepkin,4,7
2000000,22.0,21.04318,105.804842,nhatang,2.25,59.01,khepkin,7,8
1700000,25.0,21.045594,105.79106,ccmn,4.18,40.5,khepkin,7,8
1500000,25.0,21.045594,105.79106,nhatang,1.7,40.5,khepkin,5,8
2700000,23.0,21.048886,105.794483,nhatang,4.59,120.05,khepkin,8,8
1500000,25.0,21.045594,105.79106,nhatang,3.31,32.5,khepkin,9,9
2700000,30.0,21.047073,105.798976,nhatang,3.41,50.05,khepkin,5,5
2500000,23.0,21.048886,105.794483,nhatang,4.49,275.05,khepkin,5,7
2500000,17.0,21.04774,105.798617,ccmn,3.96,50.37,khepkin,6,10
1600000,23.0,21.048886,105.794483,nhacap,4.49,275.05,khepkin,5,7
2600000,18.0,21.045392,105.803825,nhatang,2.78,66.9,khepkin,9,9
1300000,10.0,21.045624,105.7833679,nhatang,3.54,73.13,khepkin,8,8
2300000,17.0,21.04774,105.798617,ccmn,3.56,146.8,khepkin,6,8
3800000,25.0,21.046901,105.78938,nhatang,3.95,52.74,khepkin,9,9
3000000,25.0,21.047159,105.787359,nhatang,2.56,84.95,khepkin,8,8
1500000,15.0,21.048168,105.788904,nhatang,3.09,188.64,khepkin,2,6
2400000,18.0,21.045392,105.803825,nhatang,2.68,126.97,khepkin,4,5
2200000,17.0,21.04774,105.798617,nhatang,3.56,146.8,khepkin,4,8
2800000,18.0,21.045392,105.803825,ccmn,2.78,40.9,khepkin,10,9
1700000,14.0,21.048072,105.789423,ccmn,3.09,98.64,kkk,8,8
3000000,25.0,21.03481,105.796927,nhatang,2.15,37.82,khepkin,7,10
2800000,25.0,21.03481,105.796927,nhatang,2.15,230.82,khepkin,7,5
3500000,25.0,21.03481,105.796927,ccmn,3.68,37.82,khepkin,10,10
5500000,30.0,21.036575,105.797999,nhatang,13.22,4.01,khepkin,11,10
1500000,14.0,21.048072,105.789423,nhatang,3.39,108.32,khepkin,4,6
5000000,30.0,21.036575,105.797999,nhatang,7.22,4.01,khepkin,8,7
3400000,30.0,21.036575,105.797999,nhacap,13.22,4.01,khepkin,6,10
4800000,45.0,21.035099,105.798305,nhatang,3.29,66.31,khepkin,10,10
1200000,14.0,21.048072,105.789423,nhatang,3.09,188.64,kkk,2,6
4500000,45.0,21.035099,105.798305,nhatang,3.19,156.87,khepkin,8,8
5000000,45.0,21.035099,105.798305,ccmn,3.89,34.8,khepkin,11,11
3500000,25.0,21.019675451445632,105.80243451030246,nhatang,4.2,25.01,khepkin,3,1
2300000,25.0,21.06172141098961,105.77784593153925,nhatang,5.05,275.1,khepkin,6,2
2000000,20.0,20.995281842629524,105.85909013106348,nhatang,10.12,3.0,khepkin,4,2
3000000,30.0,21.03247397128509,105.82768422232029,nhatang,3.27,15.99,khepkin,4,4
3600000,25.0,20.96938848906695,105.78112062031347,ccmn,4.55,70.92,khepkin,10,10
2000000,25.0,21.06172141098961,105.77784593153925,nhatang,4.35,275.89,khepkin,4,2
3200000,25.0,20.96938848906695,105.78112062031347,nhatang,3.55,5.0,khepkin,6,5
2300000,30.0,21.036445799752485,105.86777625349336,nhatang,4.12,16.33,khepkin,2,4
2600000,25.0,21.06172141098961,105.77784593153925,ccmn,5.25,59.47,khepkin,6,7
3700000,20.0,20.990715788765165,105.8383961251383,nhatang,4.1,28.23,khepkin,9,2
3000000,30.0,21.022160676516,105.7717965138,ccmn,6.18,3.0,khepkin,9,5
3500000,25.0,20.96938848906695,105.78112062031347,ccmn,4.15,5.0,khepkin,7,5
2800000,30.0,21.022160676516,105.7717965138,ccmn,4.18,3.0,khepkin,9,9
2800000,30.0,20.96438020287692,105.7894041105922,nhatang,5.1,2.0,khepkin,8,3
2000000,15.0,20.995485788069416,105.85988404354146,nhatang,9.8,2.0,khepkin,7,5
1700000,17.0,21.0411253804043,105.80519356728954,nhatang,3.74,89.21,khepkin,6,6
2400000,25.0,20.971129839503128,105.78520295251523,nhatang,5.16,51.0,khepkin,7,2
2750000,30.0,21.022160676516,105.7717965138,nhatang,6.18,3.0,khepkin,9,4
1600000,25.0,21.03443981141265,105.74550960220095,nhatang,7.5,2.0,khepkin,6,5
3000000,18.0,21.010506125666648,105.81013938815086,nhatang,5.39,3.0,khepkin,5,2
1900000,25.0,21.08278162761937,105.76986208378273,nhatang,3.78,2.0,khepkin,9,4
1400000,25.0,21.08278162761937,105.76986208378273,nhacap,3.78,2.0,kkk,4,4
2300000,25.0,21.08278162761937,105.76986208378273,ccmn,4.85,2.0,khepkin,10,7
2500000,17.0,20.980442216208875,105.78638505325392,nhatang,3.76,103.0,khepkin,1,2
3000000,17.0,21.00576934650332,105.8329270628275,nhatang,8.01,18.3,khepkin,6,0
1900000,17.0,21.0411253804043,105.80519356728954,nhatang,4.24,89.21,khepkin,9,9
4000000,30.0,21.02340544173853,105.80363221169792,nhatang,4.3,13.23,khepkin,8,9
1800000,33.0,20.968103365341463,105.7641967418518,nhatang,5.28,2.0,khepkin,1,3
3300000,38.0,21.066972013322097,105.81059518386618,nhatang,5.0,21.1,khepkin,8,5
1600000,17.0,21.0411253804043,105.80519356728954,nhatang,3.24,120.21,khepkin,4,6
3500000,38.0,21.066972013322097,105.81059518386618,ccmn,5.0,21.1,khepkin,8,8
1500000,19.0,21.038210060647337,105.7732103414344,nhatang,8.76,3.0,khepkin,8,2
4000000,25.0,21.00143848472309,105.8240404993445,nhatang,3.45,58.4,khepkin,8,8
3200000,38.0,21.066972013322097,105.81059518386618,nhatang,5.0,68.15,khepkin,6,6
3800000,25.0,21.00143848472309,105.8240404993445,nhatang,3.25,120.4,khepkin,5,5
1900000,25.0,21.00143848472309,105.8240404993445,nhacap,3.45,58.4,kkk,4,8
3000000,25.0,20.97137412602386,105.83451999803128,nhatang,5.28,2.0,khepkin,7,2
3300000,25.0,20.97137412602386,105.83451999803128,ccmn,5.28,2.0,khepkin,7,6
2900000,25.0,20.97137412602386,105.83451999803128,nhatang,4.89,100.23,khepkin,6,2
2500000,25.0,20.989559,105.839415,nhatang,4.28,148.49,khepkin,5,7
2700000,25.0,20.989559,105.839415,ccmn,4.28,98.21,khepkin,8,8
2300000,25.0,20.989559,105.839415,nhatang,3.97,290.32,khepkin,4,4
1500000,15.0,20.993229,105.838977,nhatang,4.38,41.23,khepkin,6,7
1800000,18.0,20.991759,105.839342,nhatang,2.28,40.76,khepkin,9,9
2600000,18.0,21.040976,105.789163,nhatang,3.86,10.87,khepkin,10,10
1200000,18.0,20.991759,105.839342,nhacap,2.28,120.87,kkk,4,5
2000000,25.0,20.989774,105.838381,nhatang,3.4,72.95,khepkin,6,6
1800000,33.0,20.96803281,105.7643197,nhacap,3.62,503.75,khepkin,8,4
5600000,60.0,20.991608,105.840208,nhatang,4.38,4.03,khepkin,8,4
1400000,18.0,20.991759,105.839342,nhacap,2.28,40.76,khepkin,6,7
3200000,60.0,20.991608,105.840208,nhacap,4.38,120.45,kkk,8,4
5200000,60.0,20.991608,105.840208,nhatang,3.56,250.72,khepkin,6,4
6500000,99.0,20.992354,105.838949,nhatang,2.28,88.58,kkk,5,6
4900000,51.0,20.989741,105.83803,nhatang,4.4,72.95,khepkin,8,9
2700000,33.0,20.96803281,105.7643197,ccmn,3.62,120.75,khepkin,8,8
4700000,51.0,20.989741,105.83803,nhatang,4.01,190.95,khepkin,6,6
2800000,51.0,20.989741,105.83803,nhacap,4.4,100.25,khepkin,4,9
1700000,30.0,21.041332,105.788354,nhacap,4.11,30.15,kkk,7,9
2100000,18.0,21.040976,105.789163,nhatang,2.86,70.27,khepkin,4,8
1400000,33.0,20.96803281,105.7643197,nhacap,3.62,503.75,kkk,8,4
1400000,18.0,21.040976,105.789163,nhacap,2.86,130.43,khepkin,4,8
2700000,18.0,21.040696,105.788962,ccmn,4.52,20.43,khepkin,12,9
1400000,30.0,21.041332,105.788354,nhacap,3.12,249.15,kkk,4,4
2100000,18.0,21.040696,105.788962,nhatang,2.82,292.93,khepkin,2,4
2500000,23.0,21.044816,105.786283,ccmn,2.51,16.23,khepkin,7,9
2500000,30.0,21.041332,105.788354,ccmn,5.11,30.15,khepkin,9,9
2300000,23.0,21.044816,105.786283,nhatang,2.51,150.68,khepkin,5,8
2500000,18.0,21.040696,105.788962,nhatang,4.52,91.55,khepkin,6,8
2600000,23.0,21.044816,105.786283,ccmn,3.91,16.23,khepkin,10,10
1600000,25.0,21.04365,105.784904,nhacap,2.56,150.12,kkk,5,6
2600000,25.0,21.04365,105.784904,ccmn,4.56,150.12,khepkin,10,9
1900000,25.0,21.04365,105.784904,nhacap,2.56,150.12,khepkin,6,10
4000000,30.0,21.044019,105.786059,nhatang,3.73,9.6,khepkin,12,12
2200000,15.0,21.009876,105.781261,nhatang,3.19,173.55,khepkin,6,6
3200000,23.0,21.009679,105.78147,ccmn,4.19,10.75,khepkin,10,10
2200000,15.0,21.009876,105.781261,nhatang,3.59,280.55,khepkin,8,8
3100000,23.0,21.009679,105.78147,ccmn,3.79,165.21,khepkin,8,8
1500000,20.0,21.003966,105.781993,nhacap,2.55,43.76,khepkin,6,6
4000000,25.0,21.011374,105.781168,ccmn,2.59,311.18,khepkin,9,6
2800000,23.0,21.009679,105.78147,nhatang,3.79,50.93,khepkin,8,6
3600000,35.0,21.0099571,105.7843298,nhatang,2.39,250.65,khepkin,8,6
5000000,33.0,21.01039,105.782028,ccmn,3.29,45.76,khepkin,10,8
4300000,25.0,21.00879,105.7820685,ccmn,3.19,22.19,khepkin,9,8
2200000,35.0,21.0099571,105.7843298,nhacap,2.39,250.65,khepkin,4,6
3800000,25.0,21.00879,105.7820685,nhatang,2.97,250.43,khepkin,5,8
3800000,35.0,21.0099571,105.7843298,ccmn,3.39,120.65,khepkin,8,6
4500000,25.0,21.00879,105.7820685,ccmn,4.34,22.19,khepkin,10,10
4500000,28.0,21.034055,105.787688,ccmn,4.09,113.35,khepkin,10,10
2800000,20.0,21.035305,105.787904,nhatang,2.52,300.74,khepkin,6,8
4000000,25.0,21.030838,105.791972,nhatang,7.48,5.74,khepkin,10,11
3500000,25.0,21.0321301,105.789222,nhatang,3.9,34.21,khepkin,10,11
1600000,10.0,21.033337,105.786777,nhatang,3.5,206.05,khepkin,5,8
1800000,18.0,21.035507,105.788429,nhacap,2.39,71.92,khepkin,8,9
3800000,25.0,21.035827,105.788256,ccmn,3.39,103.14,khepkin,10,9
1300000,16.0,21.035711,105.790231,nhacap,3.25,178.34,kkk,5,6
2100000,20.0,21.0318504,105.787395,nhacap,7.45,7.92,khepkin,6,10
2400000,16.0,21.035711,105.790231,nhacap,3.25,70.6,khepkin,8,10
4500000,25.0,21.031818,105.789498,nhatang,5.73,9.34,khepkin,10,11
2600000,16.0,21.035711,105.790231,nhatang,3.25,70.5,khepkin,9,10
3200000,27.0,21.030962,105.786037,nhatang,5.73,25.07,khepkin,6,11
4000000,35.0,21.031409,105.785068,nhatang,5.79,74.35,khepkin,5,11
4600000,35.0,21.031624,105.784044,nhatang,6.45,66.28,khepkin,10,11
4700000,35.0,21.031624,105.784044,ccmn,6.55,20.28,khepkin,10,11
4000000,22.0,21.035037,105.778253,ccmn,3.68,47.56,khepkin,10,10
3900000,35.0,21.031624,105.784044,nhatang,3.21,154.43,khepkin,5,5
2500000,25.0,21.033896,105.776683,nhatang,5.0,315.73,khepkin,8,7
2700000,25.0,21.033896,105.776683,nhatang,5.0,145.12,khepkin,5,5
2000000,20.0,21.035472,105.775192,nhatang,3.27,187.48,khepkin,8,8
1500000,25.0,21.033084,105.774937,nhacap,1.92,140.89,khepkin,4,9
2200000,25.0,21.033084,105.774937,nhatang,2.19,20.21,khepkin,9,10
2800000,28.0,21.033557,105.775398,ccmn,2.24,203.38,khepkin,9,9
1600000,25.0,21.033896,105.776683,nhacap,3.68,315.73,kkk,4,4
3200000,28.0,21.033557,105.775398,ccmn,3.44,130.21,khepkin,10,10
21900000,25.0,21.033084,105.774937,nhacap,2.92,140.89,khepkin,6,9
500000,28.0,21.033557,105.775398,nhatang,2.24,110.02,khepkin,9,4
4500000,40.0,21.031035,105.774062,ccmn,5.47,28.74,khepkin,9,10
1800000,14.0,21.03294,105.770337,nhatang,3.77,24.68,khepkin,5,10
5500000,50.0,21.016816,105.805405,nhatang,2.58,10.49,khepkin,8,8
4300000,40.0,21.031035,105.774062,nhatang,5.47,28.74,khepkin,8,8
5200000,50.0,21.016816,105.805405,nhatang,2.58,210.49,khepkin,8,4
4000000,40.0,21.031035,105.774062,ccmn,4.12,129.35,khepkin,6,5
6200000,50.0,21.016816,105.805405,ccmn,3.29,10.49,khepkin,10,10
2000000,15.0,21.017219,105.808285,nhatang,3.58,126.88,khepkin,6,9
2300000,15.0,21.017219,105.808285,nhatang,3.58,12.85,khepkin,9,11
1200000,15.0,21.017219,105.808285,nhacap,3.58,232.95,kkk,4,6
3800000,30.0,21.017804,105.805368,nhatang,2.98,133.97,khepkin,8,9
1800000,18.0,21.017564,105.805634,nhatang,2.63,77.15,khepkin,5,7
1600000,18.0,21.017564,105.805634,nhatang,2.23,130.67,khepkin,5,5
1400000,18.0,21.017564,105.805634,nhacap,2.53,120.28,kkk,4,7
2500000,20.0,21.015592,105.805743,nhatang,3.21,36.65,khepkin,7,9
2900000,20.0,21.015592,105.805743,ccmn,3.21,142.15,khepkin,7,9
2100000,20.0,21.015592,105.805743,nhatang,3.21,320.12,khepkin,5,5
2250000,25.0,21.018139,105.808516,nhatang,2.28,94.69,kkk,6,9
3800000,30.0,21.038952,105.82317,nhatang,2.5,15.93,khepkin,6,6
1700000,20.0,21.045469,105.808712,nhatang,2.56,176.35,kkk,6,5
3000000,30.0,21.040988,105.820207,nhatang,3.98,106.16,khepkin,5,7
3600000,30.0,21.040988,105.820207,ccmn,3.98,23.65,khepkin,10,9
2700000,30.0,21.040988,105.820207,nhatang,3.18,230.54,khepkin,5,5
2500000,15.0,21.04499,105.812432,nhatang,6.02,10.21,khepkin,5,8
1500000,15.0,21.04499,105.812432,nhacap,2.42,120.21,khepkin,6,8
1200000,15.0,21.04499,105.812432,nhacap,3.82,10.21,kkk,5,8
2600000,25.0,21.04093261,105.8188819,nhatang,2.66,137.03,khepkin,7,5
2500000,77.0,21.039613,105.826034,nhacap,1.88,59.73,khepkin,4,8
6200000,77.0,21.039613,105.826034,ccmn,4.7,59.32,khepkin,10,12
3500000,77.0,21.039613,105.826034,nhatang,3.88,59.32,khepkin,6,8
1500000,15.0,21.046028,105.808374,nhatang,2.3,128.23,kkk,6,6
1100000,13.0,21.045025,105.811779,nhacap,1.79,130.21,kkk,4,6
1600000,13.0,21.045025,105.811779,nhatang,5.41,33.96,khepkin,6,8
1600000,10.0,21.00758706,105.8093011964,Nhacap,3.5,66.0,Kkk,6,4
1300000,10.0,20.991646,105.863525,Nhatang,2.2,550.0,Kkk,2,2
3600000,30.0,21.0112995,105.8168879,Nhatang,2.4,379.0,Khepkin,4,5
1500000,13.0,21.045025,105.811779,nhatang,2.29,33.96,khepkin,6,8
750000,12.0,20.951019051,105.75745091,nhatang,4.12,37.98,kkk,2,4
1600000,10.0,20.991646,105.863525,Nhatang,2.2,129.0,khepkin,2,2
1800000,18.0,20.9616737,105.8127399,Nhatang,2.2,700.0,Kkk,6,3
2700000,20.0,21.051503,105.8058931,Ccmm,2.4,100.0,Khepkin,9,8
4000000,25.0,21.0107401,105.7995194,Ccmm,8.2,5.0,Khepkin,12,4
3000000,25.0,21.0236139,105.849723,Nhatang,3.6,5.0,Khepkin,9,6
